chain, name, latitude, longitude, address, city, zip, department, phone, hours, store_id, is_address_computed, is_location_computed, key, ignored, ignore_reason, overload_chain_name, mandatory_coords, country_code
shopmium,Shopmium Bayeux,49.2777641,-0.7053925999999999,31/33 rue Saint Malo,Bayeux,14400,,0231516888,[],,true,true,sfr:02 31 51 68 88,false,,,true,fr
shopmium,Shopmium Caen,49.182863,-0.370679,c.cial Carrefour route de Douvres,Caen,14000,,0231536026,[],,true,true,sfr:02 31 53 60 26,false,,,true,fr
shopmium,Shopmium Lisieux,49.1451714,0.2260944,14 rue Pont Mortain,Lisieux,14100,,0231616888,[],,true,true,sfr:02 31 61 68 88,false,,,true,fr
shopmium,Shopmium Vire,48.8388828,-0.8889189,6 rue Andre Halbout,Vire,14500,,0231695888,[],,true,true,sfr:02 31 69 58 88,false,,,true,fr
shopmium,Shopmium Mondeville,49.1674521,-0.3160948,c.cial Mondeville 2 route de Paris,Mondeville,14120,,0231832212,[],,true,true,sfr:02 31 83 22 12,false,,,true,fr
shopmium,Shopmium Trouville,49.36628899999999,0.08280799999999999,2 rue Amiral Maigret place de l'Hotel de Ville,Trouville,14360,,0231985882,[],,true,true,sfr:02 31 98 58 82,false,,,true,fr
shopmium,Shopmium Rouen,49.4410704,1.0928454,33 rue du Gros Horloge,Rouen,76000,,0232104888,[],,true,true,sfr:02 32 10 48 88,false,,,true,fr
shopmium,Shopmium Dieppe,49.9265463,1.0773513,82 Grande Rue,Dieppe,76200,,0232144188,[],,true,true,sfr:02 32 14 41 88,false,,,true,fr
shopmium,Shopmium Louviers,49.2114829,1.1692053,9 place de la Halle,Louviers,27400,,0232256888,[],,true,true,sfr:02 32 25 68 88,false,,,true,fr
shopmium,Shopmium Pont Audemer,49.3559807,0.5154283,30 rue de la Republique,Pont Audemer,27500,,0232412860,[],,true,true,sfr:02 32 41 28 60,false,,,true,fr
shopmium,Shopmium Bernay,49.0901259,0.5970679999999999,38 rue Thiers,Bernay,27300,,0232462335,[],,true,true,sfr:02 32 46 23 35,false,,,true,fr
shopmium,Shopmium Gisors,49.2798952,1.7783608,14 rue du General de Gaulle,Gisors,27140,,0232552270,[],,true,true,sfr:02 32 55 22 70,false,,,true,fr
shopmium,Shopmium Evreux,49.02582899999999,1.1484127,9 rue Chartraine,Evreux,27000,,0232628918,[],,true,true,sfr:02 32 62 89 18,false,,,true,fr
shopmium,Shopmium Vernon,49.091716,1.4836487,8 rue des Huilliers,Vernon,27200,,0232712888,[],,true,true,sfr:02 32 71 28 88,false,,,true,fr
shopmium,Shopmium Le Havre,49.4941094,0.1093619,70 place de l'Hotel de Ville,Le Havre,76600,,0232748738,[],,true,true,sfr:02 32 74 87 38,false,,,true,fr
shopmium,Shopmium Rouen,49.4464909,1.0976001,bd Ferdinand de Lesseps c.cial Docks 76,Rouen,76000,,0232833000,[],,true,true,sfr:02 32 83 30 00,false,,,true,fr
shopmium,Shopmium Elbeuf,49.289355,1.0053625,60 rue des Martyrs,Elbeuf,76500,,0232964888,[],,true,true,sfr:02 32 96 48 88,false,,,true,fr
shopmium,Shopmium Conde Sur Sarthe,48.4352658,0.051705,c.cial Carrefour rue d Alencon,Conde Sur Sarthe,61250,,0233320705,[],,true,true,sfr:02 33 32 07 05,false,,,true,fr
shopmium,Shopmium Argentan,48.7428043,-0.0232032,4 rue de la Chaussee,Argentan,61200,,0233358689,[],,true,true,sfr:02 33 35 86 89,false,,,true,fr
shopmium,Shopmium La Glacerie,49.6108,-1.6008,c.cial Auchan Cotentin,La Glacerie,50470,,0233439993,[],,true,true,sfr:02 33 43 99 93,false,,,true,fr
shopmium,Shopmium Flers,48.75020600000001,-0.5658586999999999,2 rue de Paris,Flers,61100,,0233666761,[],,true,true,sfr:02 33 66 67 61,false,,,true,fr
shopmium,Shopmium Saint Lo,49.1149377,-1.0897055,3 rue du Marechal Leclerc,Saint Lo,50000,,0233725888,[],,true,true,sfr:02 33 72 58 88,false,,,true,fr
shopmium,Shopmium Cherbourg,49.6385947,-1.6241861,39 rue des Portes,Cherbourg,50100,,0233781588,[],,true,true,sfr:02 33 78 15 88,false,,,true,fr
shopmium,Shopmium Arconnay,48.406629,0.087366,c.cial Leclerc Cellule N°19 rue Maine Normandie,Arconnay,72610,,0233802688,[],,true,true,sfr:02 33 80 26 88,false,,,true,fr
shopmium,Shopmium Alencon,48.4295689,0.0882005,63 Grande Rue,Alencon,61000,,0233804888,[],,true,true,sfr:02 33 80 48 88,false,,,true,fr
shopmium,Shopmium L'aigle,48.7639001,0.6287339,8 place de la Halle,L'aigle,61300,,0233845688,[],,true,true,sfr:02 33 84 56 88,false,,,true,fr
shopmium,Shopmium Avranches,48.6848044,-1.35943,37 rue de la Constitution,Avranches,50300,,0233895888,[],,true,true,sfr:02 33 89 58 88,false,,,true,fr
shopmium,Shopmium Granville,48.8373833,-1.5939511,69 rue de Couraye,Granville,50400,,0233912935,[],,true,true,sfr:02 33 91 29 35,false,,,true,fr
shopmium,Shopmium Rouen,49.4339688,1.0775888,c.cial St Sever,Rouen,76100,,0235031999,[],,true,true,sfr:02 35 03 19 99,false,,,true,fr
shopmium,Shopmium Montivilliers,49.542538,0.19336,c.cial le Grand Havre la Lezarde,Montivilliers,76290,,0235135888,[],,true,true,sfr:02 35 13 58 88,false,,,true,fr
shopmium,Shopmium Le Havre,49.476996,0.1639479,c.cial Docks Vauban,Le Havre,76600,,0235260614,[],,true,true,sfr:02 35 26 06 14,false,,,true,fr
shopmium,Shopmium Fecamp,49.7569592,0.3784483,45 rue Jacques Huet,Fecamp,76400,,0235272112,[],,true,true,sfr:02 35 27 21 12,false,,,true,fr
shopmium,Shopmium Gruchet Le Valasse,49.55745899999999,0.484084,c.cial Carrefour route de Lillebonne,Gruchet Le Valasse,76210,,0235319096,[],,true,true,sfr:02 35 31 90 96,false,,,true,fr
shopmium,Shopmium Gonfreville L'orcher,49.502579,0.233079,c.cial Oceane Local 40 bis,Gonfreville L'orcher,76700,,0235422868,[],,true,true,sfr:02 35 42 28 68,false,,,true,fr
shopmium,Shopmium Le Havre,49.49089710000001,0.1044067,55 place des Halles Centrales,Le Havre,76600,,0235434400,[],,true,true,sfr:02 35 43 44 00,false,,,true,fr
shopmium,Shopmium Le Havre,49.5171324,0.118896,c.cial Grand Cap av du Bois Au Coq,Le Havre,76620,,0235540504,[],,true,true,sfr:02 35 54 05 04,false,,,true,fr
shopmium,Shopmium Mont Saint Aignan,49.459778,1.079798,c.cial Carrefour ZAC de la Vatine,Mont Saint Aignan,76130,,0235612424,[],,true,true,sfr:02 35 61 24 24,false,,,true,fr
shopmium,Shopmium Tourville La Riviere,49.328117,1.105122,c.cial Carrefour 20 rue D. Casanova,Tourville La Riviere,76410,,0235782828,[],,true,true,sfr:02 35 78 28 28,false,,,true,fr
shopmium,Shopmium Dieppe,49.922992,1.077483,c.cial Auchan Belvedere,Dieppe,76200,,0235840288,[],,true,true,sfr:02 35 84 02 88,false,,,true,fr
shopmium,Shopmium Barentin,49.543453,0.9581299999999999,c.cial Carrefou RN 13 Mesnil Roux,Barentin,76360,,0235914788,[],,true,true,sfr:02 35 91 47 88,false,,,true,fr
shopmium,Shopmium Yvetot,49.6169978,0.7554647,14 place de l Hotel de Ville,Yvetot,76190,,0235953326,[],,true,true,sfr:02 35 95 33 26,false,,,true,fr
shopmium,Shopmium Chartres,48.4454159,1.4861753,11 rue Noel Ballay,Chartres,28000,,0237365888,[],,true,true,sfr:02 37 36 58 88,false,,,true,fr
shopmium,Shopmium Vernouillet,48.7197957,1.3649269,1 av Francois Mitterand,Vernouillet,28500,,0237385888,[],,true,true,sfr:02 37 38 58 88,false,,,true,fr
shopmium,Shopmium Chateaudun,48.070193,1.3282167,5 place du 18 Octobre,Chateaudun,28200,,0237445988,[],,true,true,sfr:02 37 44 59 88,false,,,true,fr
shopmium,Shopmium Nogent Le Rotrou,48.3222566,0.821805,28 rue Villette Gate,Nogent Le Rotrou,28400,,0237527600,[],,true,true,sfr:02 37 52 76 00,false,,,true,fr
shopmium,Shopmium Dreux,48.7355935,1.3671449,2 Grande rue Maurice Viollette,Dreux,28100,,0237625888,[],,true,true,sfr:02 37 62 58 88,false,,,true,fr
shopmium,Shopmium Barjouville,48.4100309,1.476677,ZA de la Torche,Barjouville,28630,,0237915888,[],,true,true,sfr:02 37 91 58 88,false,,,true,fr
shopmium,Shopmium Orleans,47.829038,1.926739,rue Brillat Savarin Zone Expo Sud,Orleans,45100,,0238248080,[],,true,true,sfr:02 38 24 80 80,false,,,true,fr
shopmium,Shopmium Gien,47.6888442,2.6218263,c.cial Auchan 1 rue Fabrique,Gien,45500,,0238270231,[],,true,true,sfr:02 38 27 02 31,false,,,true,fr
shopmium,Shopmium Pithiviers,48.1760995,2.2718934,14 place du Martroi rue de l'Eglise,Pithiviers,45300,,0238305888,[],,true,true,sfr:02 38 30 58 88,false,,,true,fr
shopmium,Shopmium Saint Jean De La Ruelle,47.9042472,1.8652426,c.cial Auchan les 3 Fontaines av Mendes France,Saint Jean De La Ruelle,45140,,0238425888,[],,true,true,sfr:02 38 42 58 88,false,,,true,fr
shopmium,Shopmium Checy,47.891459,2.025287,c.cial la Guignarde ZAC N 60,Checy,45430,,0238466022,[],,true,true,sfr:02 38 46 60 22,false,,,true,fr
shopmium,Shopmium Saran,47.94791,1.880734,c.cial Carrefour Saran RN 20,Saran,45770,,0238659275,[],,true,true,sfr:02 38 65 92 75,false,,,true,fr
shopmium,Shopmium Orleans,47.9044535,1.9048958,16 rue de la Republique,Orleans,45000,,0238747800,[],,true,true,sfr:02 38 74 78 00,false,,,true,fr
shopmium,Shopmium Montargis,47.99777049999999,2.7330223,11 rue Doree,Montargis,45200,,0238895888,[],,true,true,sfr:02 38 89 58 88,false,,,true,fr
shopmium,Shopmium Basse Goulaine,47.215267,-1.466088,c.cial Leclerc les Chalonges Pole Sud,Basse Goulaine,44115,,0240032850,[],,true,true,sfr:02 40 03 28 50,false,,,true,fr
shopmium,Shopmium Nantes,47.1925643,-1.4941902,c.cial Auchan St Sebastien 2 rue Pierre Mendes France,Nantes,44230,,0240044971,[],,true,true,sfr:02 40 04 49 71,false,,,true,fr
shopmium,Shopmium Nantes,47.2156226,-1.5542757,21/23 rue de la Marne,Nantes,44000,,0240209988,[],,true,true,sfr:02 40 20 99 88,false,,,true,fr
shopmium,Shopmium La Baule,47.2861117,-2.3921412,139 av du General de Gaulle,La Baule,44500,,0240240525,[],,true,true,sfr:02 40 24 05 25,false,,,true,fr
shopmium,Shopmium Nantes,47.20146769999999,-1.5411258,c.cial Carrefou RN antes Beaulieu,Nantes,44200,,0240355288,[],,true,true,sfr:02 40 35 52 88,false,,,true,fr
shopmium,Shopmium Saint Nazaire,47.2777576,-2.2127802,53 av de la Republique,Saint Nazaire,44600,,0240534701,[],,true,true,sfr:02 40 53 47 01,false,,,true,fr
shopmium,Shopmium Chateaubriant,47.7178939,-1.3769925,3 place de la Motte,Chateaubriant,44110,,0240810767,[],,true,true,sfr:02 40 81 07 67,false,,,true,fr
shopmium,Shopmium Pornic,47.1253228,-2.1252478,c.cial de l'Europe Leclerc 1 rue du Traite d'Amsterdam,Pornic,44210,,0240822288,[],,true,true,sfr:02 40 82 22 88,false,,,true,fr
shopmium,Shopmium Saint Nazaire Trignac,47.3012757,-2.2122538,c.cial Auchan Fontaine Au Brun,Saint Nazaire Trignac,44570,,0240886033,[],,true,true,sfr:02 40 88 60 33,false,,,true,fr
shopmium,Shopmium Ancenis,47.3727727,-1.1922974,325 bd de la Prairie,Ancenis,44150,,0240980404,[],,true,true,sfr:02 40 98 04 04,false,,,true,fr
shopmium,Shopmium Angers,47.4702065,-0.5502408,12 rue d'Alsace,Angers,49100,,0241205888,[],,true,true,sfr:02 41 20 58 88,false,,,true,fr
shopmium,Shopmium Angers,47.4682025,-0.5522092,54 rue Saint Aubin,Angers,49100,,0241245888,[],,true,true,sfr:02 41 24 58 88,false,,,true,fr
shopmium,Shopmium Angers,47.4671603,-0.5226288,c.cial Espace Anjou 75 rue Montaigne,Angers,49000,,0241252830,[],,true,true,sfr:02 41 25 28 30,false,,,true,fr
shopmium,Shopmium Cholet,47.0617738,-0.880089,118 rue Nationale place Travot,Cholet,49300,,0241290750,[],,true,true,sfr:02 41 29 07 50,false,,,true,fr
shopmium,Shopmium Cholet,47.0613811,-0.8616326999999999,c.cial Carrefour rue d'Anjou,Cholet,49300,,0241304663,[],,true,true,sfr:02 41 30 46 63,false,,,true,fr
shopmium,Shopmium Angers,47.478419,-0.5631659999999999,c.cial Grand Maine rue du G. Launay,Angers,49100,,0241368414,[],,true,true,sfr:02 41 36 84 14,false,,,true,fr
shopmium,Shopmium Saumur,47.2608785,-0.0780331,23 place Bilange,Saumur,49400,,0241401718,[],,true,true,sfr:02 41 40 17 18,false,,,true,fr
shopmium,Shopmium Saumur,47.260135,-0.08089299999999999,c.cial Leclerc 51 bd Mar de Lattre de Tassigny,Saumur,49400,,0241407392,[],,true,true,sfr:02 41 40 73 92,false,,,true,fr
shopmium,Shopmium Angers,47.4800639,-0.5439045,1 av Besnardiere,Angers,49100,,0241434548,[],,true,true,sfr:02 41 43 45 48,false,,,true,fr
shopmium,Shopmium Angers,47.491878,-0.5478767,c.cial Carrefour St Serge 3 bd Ramon,Angers,49100,,0241608847,[],,true,true,sfr:02 41 60 88 47,false,,,true,fr
shopmium,Shopmium Cholet,47.059407,-0.879787,c.cial Geant route Sables d'Olonnes,Cholet,49300,,0241706828,[],,true,true,sfr:02 41 70 68 28,false,,,true,fr
shopmium,Shopmium La Chapelle Saint Aubin,48.0397583,0.1526337,Galerie Cciale Auchan la Chapelle av du Mans,La Chapelle Saint Aubin,72650,,0243203870,[],,true,true,sfr:02 43 20 38 70,false,,,true,fr
shopmium,Shopmium Le Mans,48.00543589999999,0.1984822,28 rue Marchande,Le Mans,72100,,0243235888,[],,true,true,sfr:02 43 23 58 88,false,,,true,fr
shopmium,Shopmium Allonnes,47.9660251,0.1349562,Galerie Ciale Leclerc Medicis route de la Suze,Allonnes,72700,,0243242421,[],,true,true,sfr:02 43 24 24 21,false,,,true,fr
shopmium,Shopmium Laval,48.0783237,-0.8002513,c.cial Carrefour la Mayenne 43 av de Lattre de Tassigny,Laval,53000,,0243261321,[],,true,true,sfr:02 43 26 13 21,false,,,true,fr
shopmium,Shopmium Mayenne,48.3028469,-0.6202335,36 place Georges Clemenceau,Mayenne,53100,,0243321909,[],,true,true,sfr:02 43 32 19 09,false,,,true,fr
shopmium,Shopmium La Fleche,47.6995778,-0.0728188,41 Grande Rue,La Fleche,72200,,0243452323,[],,true,true,sfr:02 43 45 23 23,false,,,true,fr
shopmium,Shopmium Laval,48.070747,-0.7748463999999999,13 rue du General de Gaulle,Laval,53000,,0243491762,[],,true,true,sfr:02 43 49 17 62,false,,,true,fr
shopmium,Shopmium Le Mans,48.0033666,0.1958014,2 rue du Docteur Leroy,Le Mans,72100,,0243521688,[],,true,true,sfr:02 43 52 16 88,false,,,true,fr
shopmium,Shopmium Le Mans,47.9724823,0.21972,c.cial Carrefour Centre Sud 309 av Georges Durand,Le Mans,72100,,0243789561,[],,true,true,sfr:02 43 78 95 61,false,,,true,fr
shopmium,Shopmium Le Mans,48.019514,0.223441,c.cial Leclerc les Fontenelles route de Bonnetable,Le Mans,72100,,0243814460,[],,true,true,sfr:02 43 81 44 60,false,,,true,fr
shopmium,Shopmium Tours,47.366362,0.6779663,c.cial l'Heure Tranquille av Marcel Merieux quartier des 2,Tours,37200,,0247219222,[],,true,true,sfr:02 47 21 92 22,false,,,true,fr
shopmium,Shopmium Amboise,47.41168889999999,0.9825035999999999,48 rue Nationale,Amboise,37400,,0247232324,[],,true,true,sfr:02 47 23 23 24,false,,,true,fr
shopmium,Shopmium Chambray Les Tours,47.3376625,0.7013087,c.cial Auchan ZAC la Vrillonnerie,Chambray Les Tours,37170,,0247285116,[],,true,true,sfr:02 47 28 51 16,false,,,true,fr
shopmium,Shopmium Tours,47.3931551,0.6873444,47 rue Nationale,Tours,37000,,0247315888,[],,true,true,sfr:02 47 31 58 88,false,,,true,fr
shopmium,Shopmium Tours,47.3891874,0.6901229999999999,3 rue de Bordeaux,Tours,37000,,0247349833,[],,true,true,sfr:02 47 34 98 33,false,,,true,fr
shopmium,Shopmium St Pierre Des Corps,47.3803651,0.7151674,c.cial Carrefour av Jacques Duclos,St Pierre Des Corps,37700,,0247444509,[],,true,true,sfr:02 47 44 45 09,false,,,true,fr
shopmium,Shopmium Tours,47.4266024,0.7012881999999999,c.cial Auchan Petite Arche 31 rue Gustave Eiffel,Tours,37100,,0247516224,[],,true,true,sfr:02 47 51 62 24,false,,,true,fr
shopmium,Shopmium Bourges,47.0919114,2.4222674,32 Chaussee de Chappe,Bourges,18000,,0248025555,[],,true,true,sfr:02 48 02 55 55,false,,,true,fr
shopmium,Shopmium Bourges,47.08542860000001,2.3940183,7 rue du Commerce,Bourges,18000,,0248235888,[],,true,true,sfr:02 48 23 58 88,false,,,true,fr
shopmium,Shopmium Fontenay Le Comte,46.4650726,-0.8042739,18 rue de la Republique,Fontenay Le Comte,85200,,0251005554,[],,true,true,sfr:02 51 00 55 54,false,,,true,fr
shopmium,Shopmium St Gilles Croix De Vie,46.6944089,-1.9333847,37 quai du Port Fidele,St Gilles Croix De Vie,85800,,0251269580,[],,true,true,sfr:02 51 26 95 80,false,,,true,fr
shopmium,Shopmium Lucon,46.4555105,-1.1666709,10 rue Georges Clemenceau,Lucon,85400,,0251289994,[],,true,true,sfr:02 51 28 99 94,false,,,true,fr
shopmium,Shopmium Challans,46.844828,-1.880412,122 bis rue Carnot lieu-dit la Juisiere,Challans,85300,,0251351818,[],,true,true,sfr:02 51 35 18 18,false,,,true,fr
shopmium,Shopmium La Roche Sur Yon,46.670511,-1.426442,ZAC Roche Sud Rond Point de Tournefou,La Roche Sur Yon,85000,,0251414217,[],,true,true,sfr:02 51 41 42 17,false,,,true,fr
shopmium,Shopmium La Roche Sur Yon,46.670511,-1.426442,c.cial les Flaneries route de Nantes,La Roche Sur Yon,85000,,0251473099,[],,true,true,sfr:02 51 47 30 99,false,,,true,fr
shopmium,Shopmium La Roche Sur Yon,46.6699183,-1.430279,22 rue Georges Clemenceau,La Roche Sur Yon,85000,,0251478988,[],,true,true,sfr:02 51 47 89 88,false,,,true,fr
shopmium,Shopmium Reze,47.1745467,-1.5475003,c.cial Atout Sud 1 rue de l'Ordronneau,Reze,44400,,0251700805,[],,true,true,sfr:02 51 70 08 05,false,,,true,fr
shopmium,Shopmium Saint Nazaire,47.25727550000001,-2.2601731,c.cial Geant Oceanis route de la Cote d Amour,Saint Nazaire,44600,,0251766463,[],,true,true,sfr:02 51 76 64 63,false,,,true,fr
shopmium,Shopmium Nantes,47.2185047,-1.5446583,Fnac Palais de la Bourse,Nantes,44000,,0251835701,[],,true,true,sfr:02 51 83 57 01,false,,,true,fr
shopmium,Shopmium Chateau D'olonne,46.50436,-1.738692,c.cial Geant Cellule 15,Chateau D'olonne,85180,,0251908384,[],,true,true,sfr:02 51 90 83 84,false,,,true,fr
shopmium,Shopmium Les Herbiers,46.86919,-1.013388,19 place des Droits de l'Homme,Les Herbiers,85500,,0251929838,[],,true,true,sfr:02 51 92 98 38,false,,,true,fr
shopmium,Shopmium Chateauroux,46.8114332,1.6933973,26 sq John Perse,Chateauroux,36000,,0254080180,[],,true,true,sfr:02 54 08 01 80,false,,,true,fr
shopmium,Shopmium Chateauroux,46.8070039,1.6967552,c.cial Carrefour 47 rue Pierre Gaultier,Chateauroux,36000,,0254270173,[],,true,true,sfr:02 54 27 01 73,false,,,true,fr
shopmium,Shopmium Vineuil,47.581201,1.375111,c.cial Auchan,Vineuil,41350,,0254420373,[],,true,true,sfr:02 54 42 03 73,false,,,true,fr
shopmium,Shopmium Blois,47.5869753,1.3328851,61 rue du Commerce,Blois,41000,,0254565888,[],,true,true,sfr:02 54 56 58 88,false,,,true,fr
shopmium,Shopmium Vendome,47.7921421,1.0680913,7 rue du Change,Vendome,41100,,0254675888,[],,true,true,sfr:02 54 67 58 88,false,,,true,fr
shopmium,Shopmium Romorantin Lanthenay,47.35997500000001,1.7442476,61 rue Georges Clemenceau,Romorantin Lanthenay,41200,,0254760866,[],,true,true,sfr:02 54 76 08 66,false,,,true,fr
shopmium,Shopmium Lannion,48.732084,-3.459144,Galerie c.cial Geant route de Perros Guirec,Lannion,22300,,0296141608,[],,true,true,sfr:02 96 14 16 08,false,,,true,fr
shopmium,Shopmium Lannion,48.7322673,-3.4616396,14 quai de l'Aiguillon,Lannion,22300,,0296464444,[],,true,true,sfr:02 96 46 44 44,false,,,true,fr
shopmium,Shopmium Langueux,48.4933977,-2.7234979,c.cial Carrefou RN 12,Langueux,22360,,0296522052,[],,true,true,sfr:02 96 52 20 52,false,,,true,fr
shopmium,Shopmium Saint Brieuc,48.5140847,-2.7599246,1 rue Saint Guillaume,Saint Brieuc,22000,,0296604460,[],,true,true,sfr:02 96 60 44 60,false,,,true,fr
shopmium,Shopmium Plerin,48.534928,-2.770404,c.cial du Plateau Galerie Marchande Espace Sfr,Plerin,22190,,0296746988,[],,true,true,sfr:02 96 74 69 88,false,,,true,fr
shopmium,Shopmium Dinan,48.4531962,-2.0452137,09 rue de la Ferronnerie,Dinan,22100,,0296875977,[],,true,true,sfr:02 96 87 59 77,false,,,true,fr
shopmium,Shopmium Vannes,47.6624259,-2.7894413,Fnac Vannes Kerlann 46 rue Theophraste Renaudot,Vannes,56000,,0297010918,[],,true,true,sfr:02 97 01 09 18,false,,,true,fr
shopmium,Shopmium Pontivy,48.0659423,-2.9659844,66 rue Nationale,Pontivy,56300,,0297253231,[],,true,true,sfr:02 97 25 32 31,false,,,true,fr
shopmium,Shopmium Vannes,47.658236,-2.760847,1 rue Aristide Boussicaut Bat A Espace Copernic Ii Parking Fly,Vannes,56000,,0297499519,[],,true,true,sfr:02 97 49 95 19,false,,,true,fr
shopmium,Shopmium Auray,47.6661302,-2.9841097,41 place de la Republique,Auray,56400,,0297563897,[],,true,true,sfr:02 97 56 38 97,false,,,true,fr
shopmium,Shopmium Ploermel,47.92925400000001,-2.396846,11 place de la Mennais,Ploermel,56800,,0297720788,[],,true,true,sfr:02 97 72 07 88,false,,,true,fr
shopmium,Shopmium Lanester,47.76349399999999,-3.347354,c.cial Geant route d'Hennebont,Lanester,56600,,0297814382,[],,true,true,sfr:02 97 81 43 82,false,,,true,fr
shopmium,Shopmium Lorient,47.748273,-3.3638738,1 av de Faouedic place Aristide Briand,Lorient,56100,,0297844688,[],,true,true,sfr:02 97 84 46 88,false,,,true,fr
shopmium,Shopmium Morlaix,48.577613,-3.828228,c.cial Geant Bretagnia,Morlaix,29600,,0298151491,[],,true,true,sfr:02 98 15 14 91,false,,,true,fr
shopmium,Shopmium Brest,48.3709111,-4.5886193,c.cial Coat Ar Gueven rue Jean Jaures,Brest,29280,,0298331020,[],,true,true,sfr:02 98 33 10 20,false,,,true,fr
shopmium,Shopmium Brest,48.38793709999999,-4.4887997,75 rue de Siam,Brest,29200,,0298339388,[],,true,true,sfr:02 98 33 93 88,false,,,true,fr
shopmium,Shopmium Brest,48.390394,-4.486076,c.cial GÉant No B9/29 rue du Gouesnou,Brest,29200,,0298422024,[],,true,true,sfr:02 98 42 20 24,false,,,true,fr
shopmium,Shopmium Brest,48.3871668,-4.5258687,Galerie Commerciale Brest Iroise 126 bd de Plymouth,Brest,29200,,0298456372,[],,true,true,sfr:02 98 45 63 72,false,,,true,fr
shopmium,Shopmium Brest,48.3912797,-4.4843512,9 rue Jean Jaures,Brest,29200,,0298462009,[],,true,true,sfr:02 98 46 20 09,false,,,true,fr
shopmium,Shopmium Quimper,47.997542,-4.097899,c.cial Carrefour Pont de Poulguinan Zone Poulguinan Kerdrezec,Quimper,29000,,0298521669,[],,true,true,sfr:02 98 52 16 69,false,,,true,fr
shopmium,Shopmium Concarneau,47.8717535,-3.9182134,6 place Jean Jaures,Concarneau,29900,,0298605188,[],,true,true,sfr:02 98 60 51 88,false,,,true,fr
shopmium,Shopmium Morlaix,48.577613,-3.828228,Galerie Commerciale Leclerc Zav la Boissiere,Morlaix,29600,,0298638588,[],,true,true,sfr:02 98 63 85 88,false,,,true,fr
shopmium,Shopmium Quimper,47.9574006,-4.0824525,c.cial Geant route de Benodet,Quimper,29000,,0298744372,[],,true,true,sfr:02 98 74 43 72,false,,,true,fr
shopmium,Shopmium Quimper,47.9956429,-4.103411299999999,18 place Saint Corentin,Quimper,29000,,0298980188,[],,true,true,sfr:02 98 98 01 88,false,,,true,fr
shopmium,Shopmium Carhaix,48.2767262,-3.5706956,3 rue des Martyrs,Carhaix,29270,,0298991492,[],,true,true,sfr:02 98 99 14 92,false,,,true,fr
shopmium,Shopmium Saint Gregoire,48.153561,-1.683146,Galerie Ciale Grand Quartier,Saint Gregoire,35760,,0299238827,[],,true,true,sfr:02 99 23 88 27,false,,,true,fr
shopmium,Shopmium Pace,48.14669800000001,-1.77276,c.cial Cora ZAC la Giraudais Opera,Pace,35740,,0299602895,[],,true,true,sfr:02 99 60 28 95,false,,,true,fr
shopmium,Shopmium Rennes,48.130088,-1.633627,c.cial les Longschamps,Rennes,35700,,0299639338,[],,true,true,sfr:02 99 63 93 38,false,,,true,fr
shopmium,Shopmium Redon,47.6489746,-2.0850553,48 Grande Rue,Redon,35600,,0299705888,[],,true,true,sfr:02 99 70 58 88,false,,,true,fr
shopmium,Shopmium Vitre,48.12435259999999,-1.2087404,29 place de la Republique,Vitre,35500,,0299753874,[],,true,true,sfr:02 99 75 38 74,false,,,true,fr
shopmium,Shopmium Rennes,48.1081036,-1.6803252,20 rue de Nemours,Rennes,35000,,0299782010,[],,true,true,sfr:02 99 78 20 10,false,,,true,fr
shopmium,Shopmium Rennes,48.1126951,-1.6795334,3 rue le Bastard,Rennes,35000,,0299788610,[],,true,true,sfr:02 99 78 86 10,false,,,true,fr
shopmium,Shopmium St Malo,48.6354264,-2.0140418,37 rue Ville Pepin,St Malo,35400,,0299812930,[],,true,true,sfr:02 99 81 29 30,false,,,true,fr
shopmium,Shopmium Saint Malo,48.625117,-1.996264,2 imp de la Haute Futaie ZAC Carrefour la Madeleine,Saint Malo,35400,,0299814301,[],,true,true,sfr:02 99 81 43 01,false,,,true,fr
shopmium,Shopmium Fougeres,48.3527219,-1.1997098,11 bd Jean Jaures,Fougeres,35300,,0299948420,[],,true,true,sfr:02 99 94 84 20,false,,,true,fr
shopmium,Shopmium Reims,49.258329,4.031696,1 rue En Memoire des Harkis Actipole de la Neuv,Reims,51100,,0310571800,[],,true,true,sfr:03 10 57 18 00,false,,,true,fr
shopmium,Shopmium Leers,50.67977399999999,3.247033,c.cial Auchan Leers av Europe Lot 51,Leers,59115,,0320024695,[],,true,true,sfr:03 20 02 46 95,false,,,true,fr
shopmium,Shopmium Villeneuve D'ascq,50.6169167,3.1333136,35 bd de Valmy,Villeneuve D'ascq,59650,,0320051384,[],,true,true,sfr:03 20 05 13 84,false,,,true,fr
shopmium,Shopmium Englos,50.632233,2.968107,c.cial Auchan Englos,Englos,59320,,0320096202,[],,true,true,sfr:03 20 09 62 02,false,,,true,fr
shopmium,Shopmium Lille,50.64366750000001,3.060996,7/9 11 rue Neuve,Lille,59800,,0320129247,[],,true,true,sfr:03 20 12 92 47,false,,,true,fr
shopmium,Shopmium Tourcoing,50.72260139999999,3.159988,7 rue de Tournai,Tourcoing,59200,,0320288256,[],,true,true,sfr:03 20 28 82 56,false,,,true,fr
shopmium,Shopmium Lille,50.6278953,3.0508723,280 rue Gambetta,Lille,59000,,0320300266,[],,true,true,sfr:03 20 30 02 66,false,,,true,fr
